,GameKey,Date,SeasonType,Season,Week,Team,Opponent,HomeOrAway,Score,OpponentScore,TotalScore,Stadium,PlayingSurface,Temperature,Humidity,WindSpeed,OverUnder,PointSpread,ScoreQuarter1,ScoreQuarter2,ScoreQuarter3,ScoreQuarter4,ScoreOvertime,TimeOfPossessionMinutes,TimeOfPossessionSeconds,TimeOfPossession,FirstDowns,FirstDownsByRushing,FirstDownsByPassing,FirstDownsByPenalty,OffensivePlays,OffensiveYards,OffensiveYardsPerPlay,Touchdowns,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,PassingAttempts,PassingCompletions,PassingYards,PassingTouchdowns,PassingInterceptions,PassingYardsPerAttempt,PassingYardsPerCompletion,CompletionPercentage,PasserRating,ThirdDownAttempts,ThirdDownConversions,ThirdDownPercentage,FourthDownAttempts,FourthDownConversions,FourthDownPercentage,RedZoneAttempts,RedZoneConversions,GoalToGoAttempts,GoalToGoConversions,ReturnYards,Penalties,PenaltyYards,Fumbles,FumblesLost,TimesSacked,TimesSackedYards,QuarterbackHits,TacklesForLoss,Safeties,Punts,PuntYards,PuntAverage,Giveaways,Takeaways,TurnoverDifferential,OpponentScoreQuarter1,OpponentScoreQuarter2,OpponentScoreQuarter3,OpponentScoreQuarter4,OpponentScoreOvertime,OpponentTimeOfPossessionMinutes,OpponentTimeOfPossessionSeconds,OpponentTimeOfPossession,OpponentFirstDowns,OpponentFirstDownsByRushing,OpponentFirstDownsByPassing,OpponentFirstDownsByPenalty,OpponentOffensivePlays,OpponentOffensiveYards,OpponentOffensiveYardsPerPlay,OpponentTouchdowns,OpponentRushingAttempts,OpponentRushingYards,OpponentRushingYardsPerAttempt,OpponentRushingTouchdowns,OpponentPassingAttempts,OpponentPassingCompletions,OpponentPassingYards,OpponentPassingTouchdowns,OpponentPassingInterceptions,OpponentPassingYardsPerAttempt,OpponentPassingYardsPerCompletion,OpponentCompletionPercentage,OpponentPasserRating,OpponentThirdDownAttempts,OpponentThirdDownConversions,OpponentThirdDownPercentage,OpponentFourthDownAttempts,OpponentFourthDownConversions,OpponentFourthDownPercentage,OpponentRedZoneAttempts,OpponentRedZoneConversions,OpponentGoalToGoAttempts,OpponentGoalToGoConversions,OpponentReturnYards,OpponentPenalties,OpponentPenaltyYards,OpponentFumbles,OpponentFumblesLost,OpponentTimesSacked,OpponentTimesSackedYards,OpponentQuarterbackHits,OpponentTacklesForLoss,OpponentSafeties,OpponentPunts,OpponentPuntYards,OpponentPuntAverage,OpponentGiveaways,OpponentTakeaways,OpponentTurnoverDifferential,RedZonePercentage,GoalToGoPercentage,QuarterbackHitsDifferential,TacklesForLossDifferential,QuarterbackSacksDifferential,TacklesForLossPercentage,QuarterbackHitsPercentage,TimesSackedPercentage,OpponentRedZonePercentage,OpponentGoalToGoPercentage,OpponentQuarterbackHitsDifferential,OpponentTacklesForLossDifferential,OpponentQuarterbackSacksDifferential,OpponentTacklesForLossPercentage,OpponentQuarterbackHitsPercentage,OpponentTimesSackedPercentage,Kickoffs,KickoffsInEndZone,KickoffTouchbacks,PuntsHadBlocked,PuntNetAverage,ExtraPointKickingAttempts,ExtraPointKickingConversions,ExtraPointsHadBlocked,ExtraPointPassingAttempts,ExtraPointPassingConversions,ExtraPointRushingAttempts,ExtraPointRushingConversions,FieldGoalAttempts,FieldGoalsMade,FieldGoalsHadBlocked,PuntReturns,PuntReturnYards,KickReturns,KickReturnYards,InterceptionReturns,InterceptionReturnYards,OpponentKickoffs,OpponentKickoffsInEndZone,OpponentKickoffTouchbacks,OpponentPuntsHadBlocked,OpponentPuntNetAverage,OpponentExtraPointKickingAttempts,OpponentExtraPointKickingConversions,OpponentExtraPointsHadBlocked,OpponentExtraPointPassingAttempts,OpponentExtraPointPassingConversions,OpponentExtraPointRushingAttempts,OpponentExtraPointRushingConversions,OpponentFieldGoalAttempts,OpponentFieldGoalsMade,OpponentFieldGoalsHadBlocked,OpponentPuntReturns,OpponentPuntReturnYards,OpponentKickReturns,OpponentKickReturnYards,OpponentInterceptionReturns,OpponentInterceptionReturnYards,SoloTackles,AssistedTackles,Sacks,SackYards,PassesDefended,FumblesForced,FumblesRecovered,FumbleReturnYards,FumbleReturnTouchdowns,InterceptionReturnTouchdowns,BlockedKicks,PuntReturnTouchdowns,PuntReturnLong,KickReturnTouchdowns,KickReturnLong,BlockedKickReturnYards,BlockedKickReturnTouchdowns,FieldGoalReturnYards,FieldGoalReturnTouchdowns,PuntNetYards,OpponentSoloTackles,OpponentAssistedTackles,OpponentSacks,OpponentSackYards,OpponentPassesDefended,OpponentFumblesForced,OpponentFumblesRecovered,OpponentFumbleReturnYards,OpponentFumbleReturnTouchdowns,OpponentInterceptionReturnTouchdowns,OpponentBlockedKicks,OpponentPuntReturnTouchdowns,OpponentPuntReturnLong,OpponentKickReturnTouchdowns,OpponentKickReturnLong,OpponentBlockedKickReturnYards,OpponentBlockedKickReturnTouchdowns,OpponentFieldGoalReturnYards,OpponentFieldGoalReturnTouchdowns,OpponentPuntNetYards,IsGameOver,TeamName,DayOfWeek,PassingDropbacks,OpponentPassingDropbacks,TeamGameID,TwoPointConversionReturns,OpponentTwoPointConversionReturns,TeamID,OpponentID,Day,DateTime,GlobalGameID,GlobalTeamID,GlobalOpponentID,ScoreID
315,200211130,2002-11-17,1,2002,11,SEA,DEN,HOME,14,48,40,Seahawks Stadium,FieldTurf,81,109,12,65.3,11.8,0,0,6,3,0,43,48,28:31,20,7,12,5,88,313,8.5,0,25,78,7.5,0,55,34,235,0,5,9.9,10.8,93.8,73.1,22,9,43.9,2,0,0.0,2,0,0,0,0,14,86,5,2,12,41,0,0,0,9,258,64.5,7,2,-3,0,3,7,21,0,48,45,31:29,34,11,17,9,98,616,14.9,9,52,310,13.9,2,45,29,306,5,2,10.6,16.1,100.6,144.2,22,9,43.9,5,5,153.6,9,7,5,5,46,17,160,2,0,2,15,0,0,0,7,164,54.8,2,7,5,0.0,0.0,0,0,-6,0.0,0.0,12.2,115.2,153.6,0,0,9,0.0,0.0,7.8,9,0,0,0,64.5,0,0,0,0,0,0,0,7,7,0,2,0,14,172,2,0,14,0,0,0,54.8,9,9,0,0,0,0,0,5,2,0,2,0,7,111,5,46,80,18,2,15,12,2,0,0,0,0,0,0,0,0,35,0,0,0,0,258,65,18,12,41,14,2,2,0,0,2,0,0,0,0,46,0,0,0,0,164,True,Seahawks,Sunday,63,46,405992,0,0,30,10,2002-11-17T00:00:00,2002-11-17,12037,30,10,12037
316,200211129,2002-11-17,1,2002,11,SF,LAC,AWAY,26,31,37,Qualcomm Stadium,Grass,111,83,14,65.3,-3.1,0,7,10,0,0,54,63,35:41,32,9,23,5,115,717,14.6,5,48,209,10.4,0,66,38,508,5,2,11.8,20.3,89.2,135.8,28,12,68.2,2,2,153.6,2,0,0,0,103,12,109,0,0,2,14,0,0,0,11,459,65.6,2,2,0,7,0,0,10,3,54,12,35:08,40,12,28,7,120,677,13.4,5,43,161,9.0,0,77,45,516,5,2,10.3,17.8,89.1,128.1,22,9,43.9,2,2,153.6,9,5,7,5,32,12,55,2,0,0,0,0,0,0,11,501,71.6,2,2,0,0.0,0.0,0,0,-2,0.0,0.0,2.3,76.8,102.5,0,0,2,0.0,0.0,0.0,12,5,2,0,47.8,5,5,0,0,0,0,0,5,2,0,12,103,5,74,2,0,9,7,5,0,56.8,5,5,0,0,0,0,0,7,5,2,9,32,9,178,2,0,84,17,0,0,7,2,0,0,0,0,2,0,55,0,38,0,0,0,0,335,83,23,2,14,14,0,0,0,0,0,0,0,18,0,60,0,0,0,0,398,True,49ers,Sunday,68,77,398735,0,0,31,29,2002-11-17T00:00:00,2002-11-17,12036,31,29,12036
317,200211133,2002-11-17,1,2002,11,TB,CAR,HOME,35,15,33,Raymond James Stadium,Grass,98,83,31,53.8,-13.8,0,10,7,6,0,54,81,35:53,29,12,22,0,109,482,10.4,5,45,103,5.4,0,61,34,379,5,0,14.6,17.2,84.5,138.7,25,11,67.3,2,2,153.6,9,5,5,2,12,12,52,9,5,5,14,5,14,0,12,276,55.3,5,9,5,7,3,0,0,0,37,11,24:07,22,5,17,2,94,355,9.0,2,29,97,7.8,0,58,34,258,2,7,10.4,11.7,88.9,68.6,22,9,43.9,5,2,76.8,2,0,0,0,12,5,15,7,2,9,57,2,12,0,12,315,63.0,9,5,-3,76.8,76.8,2,2,5,48.5,11.3,4.8,0.0,0.0,-2,-2,-3,26.4,5.7,14.6,14,5,2,0,47.6,5,5,0,0,0,0,0,7,7,0,7,15,7,112,7,12,7,2,0,0,53.8,2,2,0,0,0,0,0,5,2,0,2,12,12,143,0,0,68,18,9,57,14,7,2,5,0,0,0,0,14,0,48,0,0,0,0,238,74,20,5,14,14,7,5,9,0,0,0,0,12,0,41,0,0,0,0,269,True,Buccaneers,Sunday,65,65,405993,0,0,33,5,2002-11-17T00:00:00,2002-11-17,12039,33,5,12039
318,200211134,2002-11-17,1,2002,11,TEN,PIT,HOME,48,35,54,The Coliseum,Grass,65,72,18,67.6,7.1,7,7,14,3,0,55,51,36:33,34,12,20,2,112,581,12.3,9,61,186,7.1,5,51,28,395,5,0,12.0,22.0,83.7,153.9,29,18,97.1,2,0,0.0,9,9,9,9,68,12,55,2,2,0,0,0,0,0,7,121,40.4,2,7,5,7,0,0,16,0,35,41,23:27,31,7,25,2,94,548,13.9,7,23,69,7.1,0,69,41,479,7,7,10.6,17.8,92.2,115.8,20,12,59.1,2,2,153.6,9,5,5,5,20,9,31,0,0,2,14,0,0,0,9,238,59.6,7,2,-3,153.6,153.6,0,0,2,0.0,0.0,0.0,76.8,153.6,0,0,-2,0.0,0.0,5.2,14,0,0,0,33.8,9,9,0,0,0,0,0,5,2,0,2,32,5,89,7,35,9,0,0,0,51.5,2,2,0,5,5,0,0,5,0,0,2,20,14,164,0,0,57,23,2,14,11,0,0,-22,0,0,0,0,32,0,74,0,0,0,0,101,66,34,0,0,12,0,2,0,0,0,0,0,20,0,35,0,0,0,0,206,True,Titans,Sunday,51,71,405994,0,0,34,28,2002-11-17T00:00:00,2002-11-17,12040,34,28,12040
319,200211123,2002-11-17,1,2002,11,WAS,NYG,AWAY,26,29,36,Giants Stadium,Grass,65,141,12,55.3,8.3,0,10,7,0,0,35,28,23:18,18,7,14,7,89,255,6.8,5,32,92,6.8,0,54,23,163,5,2,7.1,10.9,65.9,88.4,25,7,28.9,5,2,76.8,7,5,2,2,81,11,60,5,2,5,11,0,0,0,11,412,58.8,5,7,2,3,7,6,3,0,55,65,36:42,32,9,20,9,129,459,8.5,2,58,135,5.4,0,71,34,324,2,5,10.9,14.7,73.4,77.1,26,14,54.2,2,2,153.6,12,0,5,0,74,12,115,2,2,0,0,0,0,0,12,249,49.8,7,5,-2,102.5,153.6,0,0,-3,0.0,0.0,5.4,0.0,0.0,0,0,5,0.0,0.0,0.0,9,0,0,0,43.9,5,5,0,0,0,0,0,5,2,2,7,11,14,180,5,71,14,0,0,0,41.5,2,2,0,0,0,0,0,9,9,0,9,74,9,141,2,0,84,29,0,0,20,2,2,0,0,0,0,0,12,0,43,0,0,0,0,307,55,28,5,11,12,2,2,0,0,0,2,0,43,0,41,0,0,0,0,207,True,Commanders,Sunday,57,71,398736,0,0,35,23,2002-11-17T00:00:00,2002-11-17,12033,35,23,12033
320,200211201,2002-11-24,1,2002,12,ARI,LV,HOME,14,28,61,Sun Devil Stadium,Grass,51,10,2,30.1,3.8,0,14,0,6,0,16,29,23:43,10,2,3,1,38,180,2.2,1,14,90,3.1,0,23,11,90,1,1,1.8,3.8,32.3,35.9,6,1,11.4,0,0,68.5,1,1,1,1,6,2,24,0,0,1,7,0,0,0,4,251,31.4,1,0,-1,14,7,17,3,0,25,12,36:17,19,4,12,0,57,356,3.0,2,25,128,2.4,1,31,18,228,1,0,3.5,5.8,41.1,65.7,7,2,19.6,0,0,68.5,2,2,1,1,11,6,72,0,0,0,3,0,0,0,2,145,28.9,0,1,1,68.5,68.5,0,0,-1,0.0,0.0,5.6,54.8,68.5,0,0,0,0.0,0.0,1.0,2,0,0,0,30.1,1,1,0,0,0,0,0,0,0,0,0,6,3,103,0,0,4,2,0,0,24.5,2,2,0,0,0,0,0,1,1,0,1,7,2,75,1,1,36,14,0,3,2,0,0,-5,0,0,0,0,6,0,24,0,0,0,0,241,23,7,1,7,3,0,0,0,0,0,0,0,5,0,32,0,0,0,0,123,True,Cardinals,Sunday,25,32,405996,0,0,1,25,2002-11-24T00:00:00,2002-11-24,12041,1,25,12041
321,200211205,2002-11-24,1,2002,12,ATL,CAR,AWAY,28,0,41,Ericsson Stadium,Grass,40,27,0,25.3,-2.4,14,14,13,0,0,27,33,39:48,17,5,6,1,49,292,2.8,3,32,102,1.5,1,17,14,190,1,0,5.2,6.5,54.8,104.4,7,3,34.2,1,0,0.0,3,2,2,2,108,3,45,0,0,0,0,0,0,0,1,34,16.8,0,3,2,0,0,0,0,0,14,6,20:12,5,2,1,1,33,84,1.2,0,7,49,2.4,0,18,6,35,0,2,0.9,1.8,34.2,11.4,5,1,13.7,0,0,0.0,0,0,0,0,0,2,27,1,1,4,44,0,0,0,3,242,34.5,3,0,-3,39.1,54.8,0,0,4,0.0,0.0,0.0,0.0,0.0,0,0,-5,0.0,0.0,16.1,3,0,0,0,16.8,3,2,0,0,0,0,0,0,0,0,1,23,0,6,2,85,0,0,0,0,29.4,0,0,0,0,0,0,0,0,0,0,0,0,3,75,0,0,23,4,4,45,2,1,1,12,0,0,0,0,18,0,6,0,0,0,0,34,39,4,0,0,0,0,0,0,0,0,1,0,0,0,17,0,0,0,0,206,True,Falcons,Sunday,17,23,398738,0,0,2,5,2002-11-24T00:00:00,2002-11-24,12043,2,5,12043
322,200211203,2002-11-24,1,2002,12,BAL,TEN,HOME,6,6,25,Ravens Stadium,Grass,36,32,6,26.0,0.9,10,0,3,0,0,17,35,25:51,6,2,2,1,38,136,1.7,0,18,77,1.9000000000000001,0,16,5,60,0,0,1.7,3.7,31.4,26.0,6,1,10.5,0,0,0.0,1,0,0,0,3,3,45,0,0,2,15,0,0,0,3,208,29.7,1,2,1,0,6,0,6,0,23,4,34:09,13,2,6,0,51,275,2.5,0,21,83,1.9000000000000001,0,30,15,192,0,1,3.0,6.0,34.2,28.7,12,3,26.6,0,0,0.0,2,0,1,0,32,4,47,1,0,0,10,0,0,0,2,90,22.5,2,1,-1,0.0,0.0,0,0,-2,0.0,0.0,14.3,0.0,0.0,0,0,1,0.0,0.0,1.0,2,0,0,0,27.9,0,0,0,0,0,0,0,1,1,0,0,0,2,65,1,3,2,0,0,0,19.0,0,0,0,0,0,0,0,2,2,0,2,13,2,60,0,19,34,12,0,10,5,0,0,0,0,0,0,0,0,0,26,5,0,0,0,195,26,4,2,15,2,0,0,2,0,0,0,0,5,0,18,0,0,0,0,76,True,Ravens,Sunday,19,31,405997,0,0,3,34,2002-11-24T00:00:00,2002-11-24,12042,3,34,12042
323,200211224,2002-11-24,1,2002,12,BUF,NYJ,AWAY,6,21,44,The Meadowlands,Grass,34,45,7,31.2,1.4,3,0,10,0,0,19,15,28:22,12,3,5,0,39,177,2.1,0,14,60,2.1,0,24,16,116,0,1,2.3,3.5,45.0,36.5,5,2,27.4,1,0,34.2,0,0,0,0,0,2,23,0,0,1,11,0,0,0,0,30,30.1,1,0,-2,3,14,7,7,0,21,26,31:38,15,5,4,1,42,223,2.4,2,25,106,2.0,1,16,10,116,0,0,3.3,5.3,42.8,66.8,7,3,34.2,1,0,34.2,2,2,2,1,25,0,2,0,0,0,4,0,0,0,1,51,25.7,0,1,1,68.5,68.5,0,0,-1,0.0,0.0,5.4,54.8,51.4,0,0,0,0.0,0.0,1.9000000000000001,2,0,0,0,5.6,0,0,0,0,0,0,0,1,1,0,0,0,2,57,0,0,3,1,0,0,18.8,2,2,0,0,0,0,0,1,0,0,0,22,2,76,1,2,32,12,0,4,2,0,0,0,0,0,0,0,0,0,14,0,0,0,0,6,29,13,1,12,3,0,0,0,0,0,0,0,22,0,29,0,0,0,0,38,True,Bills,Sunday,25,17,398739,0,0,4,24,2002-11-24T00:00:00,2002-11-24,12051,4,24,12051
324,200211205,2002-11-24,1,2002,12,CAR,ATL,HOME,0,28,41,Ericsson Stadium,Grass,40,27,0,25.3,1.6,0,0,0,0,0,14,6,20:12,5,2,1,1,33,84,1.2,0,7,49,2.4,0,18,6,35,0,2,0.9,1.8,34.2,11.4,5,1,13.7,0,0,0.0,0,0,0,0,0,2,27,1,1,4,44,0,0,0,3,242,34.5,3,0,-3,14,14,13,0,0,27,33,39:48,17,5,6,1,49,292,2.8,3,32,102,1.5,1,17,14,190,1,0,5.2,6.5,54.8,104.4,7,3,34.2,1,0,0.0,3,2,2,2,108,3,45,0,0,0,0,0,0,0,1,34,16.8,0,3,2,0.0,0.0,0,0,-5,0.0,0.0,23.5,39.1,54.8,0,0,4,0.0,0.0,0.0,0,0,0,0,29.4,0,0,0,0,0,0,0,0,0,0,0,0,3,75,0,0,3,0,0,0,16.8,3,2,0,0,0,0,0,0,0,0,1,23,0,6,2,85,39,4,0,0,0,0,0,0,0,0,1,0,0,0,17,0,0,0,0,206,23,4,4,45,2,1,1,12,0,0,0,0,18,0,6,0,0,0,0,34,True,Panthers,Sunday,23,17,405998,0,0,5,2,2002-11-24T00:00:00,2002-11-24,12043,5,2,12043
325,200211206,2002-11-24,1,2002,12,CHI,DET,HOME,14,12,37,Memorial Stadium,AstroPlay,31,30,2,26.0,-3.4,0,7,0,10,3,23,21,34:31,14,1,13,0,54,289,2.5,1,17,51,1.4,0,35,21,238,1,0,3.2,5.3,41.6,64.5,12,2,20.1,2,1,34.2,2,1,0,0,24,3,44,1,0,1,7,1,2,0,2,136,27.3,0,1,0,0,3,14,0,0,21,21,31:31,13,2,6,1,49,206,2.0,1,20,70,1.6,0,27,14,136,0,0,2.3,4.5,36.0,44.2,11,3,30.0,0,0,68.5,1,0,1,0,20,3,34,1,0,1,7,1,2,0,3,150,25.0,1,0,-1,34.2,68.5,-1,-1,-1,6.5,2.3,5.6,34.2,34.2,0,0,0,13.7,2.6,2.3,1,0,0,0,23.3,1,1,0,0,0,0,0,1,1,0,0,1,2,90,0,23,2,1,0,0,22.5,1,1,0,0,0,0,0,0,0,0,1,20,1,27,0,0,34,3,1,7,4,0,0,-7,0,0,0,0,1,0,25,0,0,0,0,116,39,3,1,7,4,1,0,0,0,0,0,0,11,0,18,0,0,0,0,135,True,Bears,Sunday,37,29,405999,0,0,6,11,2002-11-24T00:00:00,2002-11-24,12044,6,11,12044
326,200211228,2002-11-24,1,2002,12,CIN,PIT,AWAY,14,20,50,Heinz Field,Grass,31,43,7,29.5,4.7,0,14,0,7,0,17,36,25:52,12,2,6,0,42,241,2.7,1,14,37,1.2,1,27,15,204,0,0,3.6,6.3,38.6,61.3,10,3,32.0,1,0,22.8,1,1,1,0,5,4,75,0,0,0,0,0,0,0,2,136,27.1,0,0,-1,14,3,3,9,0,23,4,34:08,14,3,6,1,42,268,3.0,1,24,107,2.1,1,18,15,161,0,0,4.2,5.0,58.0,80.2,5,1,18.7,1,0,34.2,1,0,0,0,21,2,27,0,0,0,0,0,0,0,1,86,28.6,0,0,0,45.7,34.2,0,0,0,0.0,0.0,2.5,22.8,68.5,0,0,0,0.0,0.0,1.7,2,0,0,0,22.9,1,1,0,0,0,0,0,0,0,0,0,5,3,149,0,0,3,0,0,0,26.0,1,1,0,0,0,0,0,2,1,0,2,21,2,53,0,0,32,14,0,0,1,0,0,0,0,0,0,0,5,0,36,0,0,0,0,114,27,3,0,0,5,0,0,-9,0,0,0,0,10,0,19,0,0,0,0,78,True,Bengals,Sunday,27,18,398740,0,0,7,28,2002-11-24T00:00:00,2002-11-24,12052,7,28,12052
327,200211222,2002-11-24,1,2002,12,CLE,NO,AWAY,16,10,39,Louisiana Superdome,Dome,45,37,0,32.5,2.6,7,7,7,3,0,21,5,31:11,12,3,4,1,41,232,2.6,1,25,112,2.1,1,15,6,121,0,1,3.8,10.1,37.3,39.8,6,2,26.4,0,0,0.0,1,0,0,0,2,2,21,0,0,0,3,0,0,0,2,104,26.0,1,3,2,3,3,6,3,0,19,34,28:49,13,2,7,0,43,262,2.9,0,14,51,1.6,0,27,16,212,0,1,3.6,6.3,39.4,34.9,5,1,18.7,0,0,68.5,3,0,0,0,43,2,16,2,1,1,4,0,0,0,0,31,30.8,3,1,-3,34.2,68.5,0,0,0,0.0,0.0,4.3,11.4,0.0,0,0,-1,0.0,0.0,2.3,2,1,0,0,24.8,1,1,0,0,0,0,0,0,0,0,0,0,2,55,1,2,2,0,0,0,30.8,0,0,0,0,0,0,0,1,1,0,1,3,2,71,1,38,31,3,0,3,4,1,1,6,0,0,0,0,0,0,18,0,0,0,0,99,30,6,0,3,4,0,0,0,0,0,0,0,3,0,20,0,0,0,0,31,True,Browns,Sunday,16,29,398741,0,0,8,22,2002-11-24T00:00:00,2002-11-24,12050,8,22,12050
328,200211209,2002-11-24,1,2002,12,DAL,JAX,HOME,14,13,40,Texas Stadium,Artificial,43,49,2,23.3,1.2,0,7,7,7,0,22,4,32:08,14,3,6,1,40,277,3.3,1,21,81,1.8,0,16,11,197,1,1,5.6,12.3,45.7,68.9,4,1,15.2,0,0,0.0,1,1,1,1,5,5,51,1,0,1,7,0,0,0,2,133,26.6,1,1,0,0,5,0,14,0,18,36,27:52,13,2,7,0,47,223,2.3,1,18,90,2.4,0,27,15,133,0,0,2.3,4.1,37.7,45.2,7,2,24.5,1,1,68.5,2,1,0,0,48,5,54,1,1,1,4,0,0,0,3,183,30.5,1,1,0,45.7,68.5,0,0,-1,0.0,0.0,11.1,27.4,68.5,0,0,0,0.0,0.0,2.3,2,0,0,0,18.6,1,1,0,0,0,0,0,0,0,0,1,5,1,25,0,0,1,0,0,0,29.2,1,1,0,0,0,0,0,1,0,0,1,26,2,47,1,22,30,3,1,4,3,1,1,0,0,0,0,0,5,0,15,0,0,0,0,93,24,5,1,7,2,1,0,0,0,0,0,0,17,0,21,0,0,0,0,175,True,Cowboys,Sunday,18,29,406000,0,0,9,15,2002-11-24T00:00:00,2002-11-24,12045,9,15,12045
329,200211210,2002-11-24,1,2002,12,DEN,IND,HOME,14,16,43,Invesco Field,Grass,17,58,3,29.5,-4.5,0,6,7,7,0,14,36,21:53,10,3,3,0,33,195,2.8,1,15,77,2.4,1,16,10,118,0,1,3.4,5.4,42.8,43.3,4,2,38.1,0,0,0.0,1,1,0,0,36,4,40,0,0,1,6,0,0,0,1,77,25.8,1,1,0,3,0,14,3,3,29,31,43:45,18,5,10,0,58,236,1.9000000000000001,1,27,88,1.5,1,30,18,148,0,0,2.3,3.8,42.1,44.0,14,10,48.9,0,0,68.5,1,1,1,1,36,2,21,2,1,1,6,0,0,0,1,52,26.0,1,1,-1,68.5,68.5,0,0,0,0.0,0.0,7.7,68.5,68.5,0,0,0,0.0,0.0,2.0,2,0,0,0,21.2,1,1,0,0,0,0,0,0,0,0,0,36,2,93,0,0,2,0,0,0,5.4,1,1,0,0,0,0,0,1,1,0,0,0,2,81,1,36,41,5,0,0,2,0,1,1,0,0,0,0,36,0,36,0,0,0,0,64,24,2,1,6,1,0,0,-1,0,0,0,0,0,0,19,0,0,0,0,16,True,Broncos,Sunday,18,32,406001,0,0,10,14,2002-11-24T00:00:00,2002-11-24,12046,10,14,12046
330,200211206,2002-11-24,1,2002,12,DET,CHI,AWAY,12,14,37,Memorial Stadium,AstroPlay,31,30,2,26.0,2.3,0,3,14,0,0,21,21,31:31,13,2,6,1,49,206,2.0,1,20,70,1.6,0,27,14,136,0,0,2.3,4.5,36.0,44.2,11,3,30.0,0,0,68.5,1,0,1,0,20,3,34,1,0,1,7,1,2,0,3,150,25.0,1,0,-1,0,7,0,10,3,23,21,34:31,14,1,13,0,54,289,2.5,1,17,51,1.4,0,35,21,238,1,0,3.2,5.3,41.6,64.5,12,2,20.1,2,1,34.2,2,1,0,0,24,3,44,1,0,1,7,1,2,0,2,136,27.3,0,1,0,34.2,34.2,0,0,0,13.7,2.6,4.8,34.2,68.5,-1,-1,-1,6.5,2.3,2.6,2,1,0,0,22.5,1,1,0,0,0,0,0,0,0,0,1,20,1,27,0,0,1,0,0,0,23.3,1,1,0,0,0,0,0,1,1,0,0,1,2,90,0,23,39,3,1,7,4,1,0,0,0,0,0,0,11,0,18,0,0,0,0,135,34,3,1,7,4,0,0,-7,0,0,0,0,1,0,25,0,0,0,0,116,True,Lions,Sunday,29,37,398742,0,0,11,6,2002-11-24T00:00:00,2002-11-24,12044,11,6,12044
331,200211233,2002-11-24,1,2002,12,GB,TB,AWAY,3,14,28,Raymond James Stadium,Grass,48,43,2,26.7,1.4,7,0,0,0,0,21,23,30:34,10,2,5,0,44,183,2.0,0,16,66,2.0,0,26,14,117,0,2,2.1,4.0,36.0,23.2,6,2,21.1,0,0,68.5,1,0,0,0,37,3,42,0,0,1,17,0,0,0,3,234,33.4,2,0,-2,0,3,11,7,0,20,18,29:26,7,3,3,0,39,169,2.0,1,17,64,1.7,0,21,12,105,1,0,2.4,4.0,41.1,55.9,5,1,12.5,0,0,0.0,1,1,1,1,79,3,37,0,0,1,7,0,0,0,4,239,29.9,0,2,1,34.2,68.5,0,0,-1,0.0,0.0,7.3,68.5,68.5,0,0,0,0.0,0.0,2.9,1,0,0,0,28.8,0,0,0,0,0,0,0,0,0,0,1,17,2,53,0,20,2,0,0,0,27.7,0,0,0,0,0,0,0,1,1,0,3,18,1,38,2,61,29,5,1,7,1,0,0,0,0,0,0,0,12,0,18,0,0,0,0,202,31,11,1,17,3,0,0,0,0,0,0,0,12,0,20,0,0,0,0,222,True,Packers,Sunday,28,22,398743,0,0,12,33,2002-11-24T00:00:00,2002-11-24,12055,12,33,12055
332,200211213,2002-11-24,1,2002,12,HOU,NYG,HOME,11,7,30,Reliant Stadium,Grass,53,30,0,23.3,2.6,0,5,8,3,0,22,6,32:13,6,3,2,1,43,145,1.6,0,24,84,1.6,0,16,5,61,0,0,1.8,4.2,29.8,37.3,11,2,17.1,0,0,0.0,1,0,0,0,29,4,47,1,0,2,7,0,0,0,4,238,26.5,0,1,1,0,7,0,7,0,18,32,27:47,13,4,5,0,47,253,2.5,1,18,115,3.0,0,28,12,138,0,1,2.3,5.3,30.1,32.1,10,3,27.4,0,0,0.0,1,0,0,0,17,4,45,1,0,1,6,0,0,0,3,142,23.6,1,0,-1,34.2,68.5,0,0,-2,0.0,0.0,17.9,34.2,68.5,0,0,1,0.0,0.0,2.2,2,0,0,0,24.6,0,0,0,0,0,0,0,1,1,0,1,29,2,58,1,0,2,0,0,0,16.4,1,1,0,0,0,0,0,0,0,0,2,17,2,73,0,0,29,6,0,5,11,0,0,0,0,0,0,0,27,0,17,0,0,0,0,221,33,4,2,7,2,0,0,-28,0,0,0,0,12,0,32,0,0,0,0,99,True,Texans,Sunday,19,29,406002,0,0,13,23,2002-11-24T00:00:00,2002-11-24,12047,13,23,12047
