game_id,schedule_date,schedule_season,schedule_week,schedule_playoff,team_home,score_home,score_away,team_away,team_favorite_id,spread_favorite,over_under_line,stadium,stadium_neutral,weather_temperature,weather_wind_mph,weather_humidity,weather_detail,PlayingSurface,ScoreQuarter1,ScoreQuarter2,ScoreQuarter3,ScoreQuarter4,ScoreOvertime,TimeOfPossessionMinutes,TimeOfPossessionSeconds,TimeOfPossession,FirstDowns,FirstDownsByRushing,FirstDownsByPassing,FirstDownsByPenalty,OffensivePlays,OffensiveYards,OffensiveYardsPerPlay,Touchdowns,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,PassingAttempts,PassingCompletions,PassingYards,PassingTouchdowns,PassingInterceptions,PassingYardsPerAttempt,PassingYardsPerCompletion,CompletionPercentage,PasserRating,ThirdDownAttempts,ThirdDownConversions,ThirdDownPercentage,FourthDownAttempts,FourthDownConversions,FourthDownPercentage,RedZoneAttempts,RedZoneConversions,GoalToGoAttempts,GoalToGoConversions,ReturnYards,Penalties,PenaltyYards,Fumbles,FumblesLost,TimesSacked,TimesSackedYards,QuarterbackHits,TacklesForLoss,Safeties,Punts,PuntYards,PuntAverage,Giveaways,Takeaways,TurnoverDifferential,OpponentScoreQuarter1,OpponentScoreQuarter2,OpponentScoreQuarter3,OpponentScoreQuarter4,OpponentScoreOvertime,OpponentTimeOfPossessionMinutes,OpponentTimeOfPossessionSeconds,OpponentTimeOfPossession,OpponentFirstDowns,OpponentFirstDownsByRushing,OpponentFirstDownsByPassing,OpponentFirstDownsByPenalty,OpponentOffensivePlays,OpponentOffensiveYards,OpponentOffensiveYardsPerPlay,OpponentTouchdowns,OpponentRushingAttempts,OpponentRushingYards,OpponentRushingYardsPerAttempt,OpponentRushingTouchdowns,OpponentPassingAttempts,OpponentPassingCompletions,OpponentPassingYards,OpponentPassingTouchdowns,OpponentPassingInterceptions,OpponentPassingYardsPerAttempt,OpponentPassingYardsPerCompletion,OpponentCompletionPercentage,OpponentPasserRating,OpponentThirdDownAttempts,OpponentThirdDownConversions,OpponentThirdDownPercentage,OpponentFourthDownAttempts,OpponentFourthDownConversions,OpponentFourthDownPercentage,OpponentRedZoneAttempts,OpponentRedZoneConversions,OpponentGoalToGoAttempts,OpponentGoalToGoConversions,OpponentReturnYards,OpponentPenalties,OpponentPenaltyYards,OpponentFumbles,OpponentFumblesLost,OpponentTimesSacked,OpponentTimesSackedYards,OpponentQuarterbackHits,OpponentTacklesForLoss,OpponentSafeties,OpponentPunts,OpponentPuntYards,OpponentPuntAverage,OpponentGiveaways,OpponentTakeaways,OpponentTurnoverDifferential,RedZonePercentage,GoalToGoPercentage,QuarterbackHitsDifferential,TacklesForLossDifferential,QuarterbackSacksDifferential,TacklesForLossPercentage,QuarterbackHitsPercentage,TimesSackedPercentage,OpponentRedZonePercentage,OpponentGoalToGoPercentage,OpponentQuarterbackHitsDifferential,OpponentTacklesForLossDifferential,OpponentQuarterbackSacksDifferential,OpponentTacklesForLossPercentage,OpponentQuarterbackHitsPercentage,OpponentTimesSackedPercentage,Kickoffs,KickoffsInEndZone,KickoffTouchbacks,PuntsHadBlocked,PuntNetAverage,ExtraPointKickingAttempts,ExtraPointKickingConversions,ExtraPointsHadBlocked,ExtraPointPassingAttempts,ExtraPointPassingConversions,ExtraPointRushingAttempts,ExtraPointRushingConversions,FieldGoalAttempts,FieldGoalsMade,FieldGoalsHadBlocked,PuntReturns,PuntReturnYards,KickReturns,KickReturnYards,InterceptionReturns,InterceptionReturnYards,OpponentKickoffs,OpponentKickoffsInEndZone,OpponentKickoffTouchbacks,OpponentPuntsHadBlocked,OpponentPuntNetAverage,OpponentExtraPointKickingAttempts,OpponentExtraPointKickingConversions,OpponentExtraPointsHadBlocked,OpponentExtraPointPassingAttempts,OpponentExtraPointPassingConversions,OpponentExtraPointRushingAttempts,OpponentExtraPointRushingConversions,OpponentFieldGoalAttempts,OpponentFieldGoalsMade,OpponentFieldGoalsHadBlocked,OpponentPuntReturns,OpponentPuntReturnYards,OpponentKickReturns,OpponentKickReturnYards,OpponentInterceptionReturns,OpponentInterceptionReturnYards,SoloTackles,AssistedTackles,Sacks,SackYards,PassesDefended,FumblesForced,FumblesRecovered,FumbleReturnYards,FumbleReturnTouchdowns,InterceptionReturnTouchdowns,BlockedKicks,PuntReturnTouchdowns,PuntReturnLong,KickReturnTouchdowns,KickReturnLong,BlockedKickReturnYards,BlockedKickReturnTouchdowns,FieldGoalReturnYards,FieldGoalReturnTouchdowns,PuntNetYards,OpponentSoloTackles,OpponentAssistedTackles,OpponentSacks,OpponentSackYards,OpponentPassesDefended,OpponentFumblesForced,OpponentFumblesRecovered,OpponentFumbleReturnYards,OpponentFumbleReturnTouchdowns,OpponentInterceptionReturnTouchdowns,OpponentBlockedKicks,OpponentPuntReturnTouchdowns,OpponentPuntReturnLong,OpponentKickReturnTouchdowns,OpponentKickReturnLong,OpponentBlockedKickReturnYards,OpponentBlockedKickReturnTouchdowns,OpponentFieldGoalReturnYards,OpponentFieldGoalReturnTouchdowns,OpponentPuntNetYards,DayOfWeek,PassingDropbacks,OpponentPassingDropbacks,TwoPointConversionReturns,OpponentTwoPointConversionReturns
200212150cle,12/15/2002,2002,15,FALSE,Cleveland Browns,23,28,Indianapolis Colts,IND,-2,41.5,FirstEnergy Stadium,FALSE,36,14,79,NA,Grass,13,3,0,7,0,42,71,30:51:00,25,10,14,6,94,489,10.2,6,39,134,6.7,2,49,29,354,4,0,10.1,16.8,84.1,141.9,22,8,35,6,4,93.4,6,2,4,2,15,14,55,4,0,8,48,0,0,0,11,479,60,0,4,4,0,0,14,14,0,41,13,29:09:00,28,14,18,0,95,584,12,8,46,200,8.4,4,48,28,384,4,2,11.3,19.2,82.4,128.9,21,12,56,4,4,140.1,4,4,4,4,49,10,62,4,2,2,6,0,0,0,12,275,45.8,4,0,-3,46.7,70,0,0,-4,0,0,10.3,140.1,140.1,0,0,6,0,0,5.7,10,2,2,0,53.8,6,4,0,0,0,0,0,2,2,0,2,10,10,116,2,12,10,0,0,0,44.6,8,8,0,0,0,0,0,0,0,0,14,49,8,98,0,0,64,22,2,6,6,4,2,0,0,0,0,0,10,0,35,0,0,0,0,430,70,21,8,48,12,4,0,0,0,0,0,0,17,0,39,0,0,0,0,268,Sunday,55,49,0,0
200212150den,12/15/2002,2002,15,FALSE,Denver Broncos,31,24,Kansas City Chiefs,DEN,-3.5,47.5,Sports Authority Field at Mile High,FALSE,45,12,27,NA,Grass,14,0,14,3,0,42,42,30:30:00,34,14,17,4,88,675,10.8,8,49,276,11,6,36,25,399,2,2,15.4,22.1,96.9,143.2,15,10,63.7,4,4,140.1,8,4,6,4,34,6,35,4,4,4,17,2,8,0,6,174,57.9,6,0,-4,0,0,14,10,0,41,42,29:30:00,31,13,17,2,97,692,10.1,6,36,259,13.9,2,59,25,433,4,0,10.4,24.1,60.1,118.1,22,12,52.5,4,4,140.1,6,2,4,2,25,14,130,2,0,2,2,4,6,0,10,300,60,0,6,6,70,93.4,-1,2,-1,21.6,4.5,7.1,46.7,70,2,-1,2,12,13.9,4.5,12,4,2,0,50.4,8,8,0,0,0,0,0,2,2,0,8,34,8,136,0,0,10,4,2,0,53.2,6,6,0,0,0,0,0,4,2,0,2,22,10,140,2,4,56,17,2,2,6,2,0,0,0,0,0,0,21,0,41,0,0,0,0,151,69,14,4,17,6,4,4,0,0,0,0,0,22,0,43,0,0,0,0,266,Sunday,39,60,0,0
200212150det,12/15/2002,2002,15,FALSE,Detroit Lions,20,23,Tampa Bay Buccaneers,TB,-9.5,37,Ford Field,FALSE,72,0,NA,indoor,Dome,0,10,3,7,0,31,76,22:54:00,21,11,10,4,69,409,11.8,4,36,202,10.8,2,31,14,207,2,2,13.2,20.7,63.7,89.9,14,6,42,0,0,0,8,4,2,2,20,12,50,0,0,2,14,0,0,0,8,262,65.6,2,0,-1,3,10,0,10,0,52,12,37:06:00,31,15,14,2,97,527,10.6,4,39,172,8.6,4,57,34,354,0,0,12.2,14.7,82,107.3,20,12,60.1,0,0,0,8,4,8,4,4,13,94,0,0,0,0,0,0,0,10,321,64.2,0,2,2,70,140.1,0,0,-1,0,0,4.3,70,70,0,0,2,0,0,0,10,0,0,0,66.1,4,4,0,0,0,0,0,6,4,0,8,20,12,312,0,0,12,2,0,0,60.2,4,4,0,0,0,0,0,6,6,0,4,4,10,207,2,8,50,34,0,0,11,0,0,0,0,0,0,0,14,0,127,0,0,0,0,265,36,21,2,14,12,0,0,0,0,0,0,0,12,0,94,0,0,0,0,301,Sunday,32,57,0,0
200212150hou,12/15/2002,2002,15,FALSE,Houston Texans,19,23,Baltimore Ravens,BAL,-3,35,Reliant Stadium,FALSE,72,0,NA,indoor,Grass,0,7,7,5,0,39,62,28:44:00,21,10,14,0,84,388,9,4,34,133,7.9,2,48,27,255,0,4,10.6,13.4,78.3,65.1,21,14,65.4,0,0,0,4,2,2,2,129,13,81,8,0,4,20,0,0,2,12,346,57.7,4,0,-3,3,10,7,3,0,43,22,31:16:00,22,8,17,0,88,417,9.2,4,46,98,4.1,0,42,25,319,4,0,10.6,17.8,84.1,148.5,22,12,52.5,2,0,0,6,2,2,0,67,4,21,0,0,0,0,0,0,0,8,238,59.5,0,4,4,70,140.1,0,0,-3,0,0,5.6,46.7,0,0,0,4,0,0,0,8,4,2,0,51.1,4,4,0,0,0,0,0,2,2,0,6,129,12,160,0,0,14,2,0,0,27.3,4,4,0,0,0,0,0,6,6,0,2,39,6,133,4,28,57,17,0,0,10,0,0,-3,0,0,0,2,106,0,46,0,0,0,0,307,62,14,4,20,14,4,0,0,0,0,0,0,39,0,74,0,0,0,0,109,Sunday,50,42,0,0
200212150mia,12/15/2002,2002,15,FALSE,Miami Dolphins,23,17,Oakland Raiders,MIA,-1.5,43.5,Sun Life Stadium,FALSE,61,9,67,NA,Natural Grass,10,7,3,3,0,50,74,36:53:00,29,14,17,4,95,468,9.6,4,46,170,7.3,2,45,29,298,2,0,13.2,14.2,91.9,133,20,12,60.1,0,0,0,8,4,6,4,50,8,42,2,2,6,34,0,0,0,6,174,57.9,2,4,2,3,3,3,8,0,32,14,23:07:00,20,6,15,0,67,305,8.8,2,17,78,9.2,0,43,24,227,2,2,10.2,13.3,76.8,93.7,14,4,28,0,0,0,4,0,2,0,20,13,77,8,2,10,59,0,0,0,10,340,68.1,4,2,-1,70,93.4,0,0,4,0,0,8.6,0,0,0,0,-3,0,0,19.5,12,6,2,0,51.4,4,4,0,0,0,0,0,8,6,0,4,20,10,177,2,31,10,4,0,0,58.6,0,0,0,2,2,0,0,6,6,0,6,20,10,181,0,0,34,22,10,59,8,6,2,0,0,0,0,0,13,0,57,0,0,0,0,154,66,11,6,34,12,2,2,0,0,0,0,0,11,0,55,0,0,0,0,293,Sunday,49,50,0,0
200212150no,12/15/2002,2002,15,FALSE,New Orleans Saints,31,32,Minnesota Vikings,NO,-7,51,Louisiana Superdome,FALSE,72,0,NA,indoor,Dome,10,10,3,8,0,39,55,28:39:00,25,8,18,2,83,419,10,6,31,109,6.9,0,46,29,310,4,0,13.2,14.7,89.1,144.6,20,14,70,2,2,140.1,6,2,2,0,0,11,74,0,0,8,48,0,0,0,6,195,64.9,0,0,0,14,10,0,8,0,43,29,31:21:00,31,11,20,0,90,615,13.5,8,35,205,11.4,4,50,36,410,4,0,11.3,15.8,101.2,160.7,20,11,80,0,0,0,8,6,6,6,0,11,102,2,0,6,27,0,0,0,10,275,54.9,0,0,0,46.7,0,0,0,-1,0,0,10.8,105.1,140.1,0,0,2,0,0,10.8,14,8,2,0,64.9,4,4,0,2,2,0,0,6,6,0,2,0,12,339,0,0,12,0,0,0,54.9,6,6,0,0,0,2,2,2,2,0,2,0,12,188,0,0,69,20,6,27,0,0,0,0,0,0,0,0,0,2,136,0,0,0,0,195,62,10,8,48,2,0,0,0,0,0,0,0,0,0,36,0,0,0,0,275,Sunday,52,55,0,0
200212150nyg,12/15/2002,2002,15,FALSE,New York Giants,37,7,Dallas Cowboys,NYG,-5,35,Giants Stadium,FALSE,43,19,63,NA,Grass,21,3,3,10,0,43,25,31:18:00,28,13,15,0,90,528,11.6,8,46,220,9.4,6,43,22,308,0,0,13.9,19.3,72.3,104.6,15,4,25.5,0,0,0,12,6,6,6,106,12,80,4,0,0,0,0,0,0,12,276,46,0,6,6,0,0,0,7,0,39,59,28:42:00,20,8,13,2,98,338,6.7,2,38,146,7.7,0,56,22,192,2,4,6.7,12,56,52.1,21,4,18.6,6,0,0,2,2,2,2,11,14,77,2,2,6,34,0,0,0,13,476,53,6,0,-4,70,140.1,0,0,6,0,0,0,140.1,140.1,0,0,-4,0,0,13.7,11,0,0,0,44.1,8,8,0,0,0,0,0,6,6,0,10,94,2,14,4,13,4,0,0,0,39.4,2,2,0,0,0,0,0,0,0,0,4,11,11,268,0,0,63,31,6,34,11,2,2,69,2,0,0,0,52,0,14,0,0,0,0,265,62,27,0,0,6,0,0,0,0,0,0,0,14,0,49,0,0,0,0,354,Sunday,43,60,0,0
200212150phi,12/15/2002,2002,15,FALSE,Philadelphia Eagles,34,21,Washington Redskins,PHI,-7.5,38,Veterans Stadium,FALSE,44,16,57,NA,NeXTurf,7,10,14,3,0,42,17,30:12:00,21,10,14,6,84,448,10.4,8,42,154,7.3,2,39,22,294,4,2,10.5,18.4,80,125.9,20,8,40.1,0,0,0,6,4,4,4,49,15,127,2,0,4,14,0,0,0,14,328,46.8,2,6,4,0,7,0,14,0,41,67,29:48:00,22,10,14,2,87,409,9.2,6,35,120,6.7,0,49,32,289,6,0,11.6,12.6,92,154,18,6,32.4,6,4,93.4,2,2,0,0,14,13,102,6,6,4,14,0,0,0,14,483,69.1,6,2,-3,93.4,140.1,0,0,0,0,0,6.7,140.1,0,0,0,0,0,0,10.6,14,6,4,0,40.8,8,8,0,0,0,0,0,4,4,0,8,49,6,115,0,0,8,2,2,0,54.1,6,6,0,0,0,0,0,0,0,0,4,14,10,153,2,0,59,11,4,14,11,2,6,62,2,0,0,0,31,0,64,0,0,0,0,286,50,25,4,14,10,2,0,0,0,0,0,0,14,0,36,0,0,0,0,378,Sunday,42,52,0,0
200212150pit,12/15/2002,2002,15,FALSE,Pittsburgh Steelers,30,14,Carolina Panthers,PIT,-9,39,Heinz Field,FALSE,36,13,78,NA,Grass,7,6,7,10,0,55,39,39:28:00,27,11,14,2,104,465,8.8,6,53,181,6.7,4,48,29,284,2,2,11.8,13.6,86.6,106.4,28,14,70,2,2,140.1,10,6,2,0,39,2,10,6,2,4,17,0,0,0,12,297,49.5,4,8,4,7,0,0,7,0,28,45,20:32:00,15,6,11,0,78,184,4.5,4,22,70,6.1,2,48,24,113,2,2,4.7,9.4,70,75.4,20,10,50,2,0,0,4,4,4,4,118,8,49,6,6,12,63,0,0,0,12,363,60.5,8,4,-3,84.1,0,0,0,8,0,0,5.6,140.1,140.1,0,0,-6,0,0,21,14,0,0,0,44.4,6,6,0,0,0,0,0,6,6,0,8,41,6,46,2,2,6,0,0,0,53.7,4,4,0,0,0,0,0,0,0,0,6,31,14,179,2,87,46,14,12,63,14,2,6,-1,0,0,0,0,15,0,25,0,0,0,0,266,73,29,4,17,12,2,2,-3,0,0,0,0,14,0,41,0,0,0,0,322,Sunday,50,56,0,0
200212150sf,12/15/2002,2002,15,FALSE,San Francisco 49ers,14,20,Green Bay Packers,SF,-3,42.5,Candlestick Park,FALSE,57,23,80,NA,Grass,0,6,8,0,0,32,80,23:57:00,24,13,12,4,80,368,9,2,32,150,9.2,0,48,27,219,2,2,9,11.5,78.3,91.5,18,12,64.7,2,0,0,2,0,0,0,0,6,25,0,0,0,0,0,0,0,8,233,58.1,2,0,-1,3,0,14,3,0,50,6,36:03:00,29,10,21,2,94,423,8.8,4,46,146,6.3,2,46,35,277,2,0,11.8,11.1,106.2,140.5,22,13,78.7,0,0,0,6,4,4,4,56,8,28,4,0,2,6,0,0,0,6,146,48.6,0,2,2,0,0,0,0,2,0,0,0,93.4,140.1,0,0,-1,0,0,5.7,8,2,0,0,56.7,0,0,0,0,0,2,2,4,4,0,0,0,10,101,0,0,10,0,0,0,39.2,4,4,0,0,0,0,0,6,4,0,4,8,8,94,2,50,77,18,2,6,8,0,0,0,0,0,0,0,0,0,29,0,0,0,0,227,57,17,0,0,14,0,0,-7,0,0,0,0,8,0,38,0,0,0,0,118,Sunday,48,48,0,0
200212150lar,12/15/2002,2002,15,FALSE,St. Louis Rams,30,28,Arizona Cardinals,LAR,-11,43,Edward Jones Dome,FALSE,72,0,NA,indoor,Dome,3,21,0,6,0,43,18,31:13:00,28,6,20,6,85,513,11.8,6,27,92,6.9,0,56,34,420,4,4,10.5,17.5,84.1,110.9,18,10,53.9,0,0,0,10,4,8,4,154,14,60,0,0,4,27,0,0,0,10,277,55.5,4,4,0,0,7,14,7,0,39,66,28:47:00,28,11,14,4,83,530,12.6,8,43,181,8.2,4,38,24,349,4,2,12.9,20.5,88.3,143.2,20,14,70,0,0,0,6,6,6,6,52,11,105,4,2,2,13,0,0,0,14,458,65.4,4,4,0,56,70,0,0,-1,0,0,4.8,140.1,140.1,0,0,2,0,0,7.1,14,0,0,0,43.7,6,6,0,0,0,0,0,6,6,0,8,154,10,228,2,0,10,0,0,0,35.4,8,8,0,0,0,0,0,0,0,0,2,31,14,230,4,21,63,6,2,13,8,2,2,0,0,0,0,2,109,0,74,0,0,0,0,219,60,10,4,27,10,0,0,-3,0,0,0,0,31,0,56,0,0,0,0,248,Sunday,59,39,0,0
200212160ten,12/16/2002,2002,15,FALSE,Tennessee Titans,24,7,New England Patriots,TEN,-2.5,43.5,Nissan Stadium,FALSE,50,6,77,NA,Natural Grass,0,14,7,3,0,57,42,41:30:00,28,18,12,2,104,511,9.6,6,67,333,9.8,4,34,15,178,0,2,10.4,16.1,64.2,63,25,11,62.2,6,4,93.4,6,4,2,2,34,13,112,2,0,4,13,0,0,0,8,237,59.1,2,4,2,0,0,7,0,0,25,42,18:30:00,15,4,14,4,66,247,7.3,2,18,78,8.4,2,43,21,168,0,2,7.7,11.2,67.8,63.2,15,4,25.5,4,0,0,2,2,0,0,14,4,21,2,2,6,24,0,0,0,12,343,57.2,4,2,-1,93.4,140.1,0,0,2,0,0,7.7,140.1,0,0,0,-1,0,0,12.3,10,0,0,0,51.1,6,6,0,0,0,0,0,4,2,0,0,0,4,43,2,34,4,0,0,0,47.9,2,2,0,0,0,0,0,0,0,0,2,6,10,174,2,14,41,18,6,22,8,2,2,0,0,2,0,0,0,0,22,0,0,0,0,205,67,38,4,14,6,0,0,0,0,0,0,0,6,0,49,0,0,0,0,287,Monday,36,48,0,0
200212210ari,12/21/2002,2002,16,FALSE,Arizona Cardinals,14,17,San Francisco 49ers,SF,-3.5,41,University of Phoenix Stadium,FALSE,46,12,77,NA,Grass,0,7,0,7,0,14,23,25:41:00,4,2,2,1,30,101,1,1,13,59,1.4,0,14,5,42,1,0,0.9,1.5,33.8,41.5,4,2,29.6,0,0,0,1,1,1,0,10,0,5,1,0,2,18,0,0,0,1,98,24.5,1,1,0,7,3,7,0,0,19,10,34:19:00,12,2,4,0,40,197,1.5,1,18,58,1,0,21,13,139,0,0,2,3.3,32.4,41.8,11,3,30.2,1,0,27.5,1,0,0,0,19,1,16,0,0,0,1,0,0,0,1,48,23.9,1,1,0,36.7,27.5,0,0,-2,0,0,16.1,18.3,0,0,0,1,0,0,0.8,1,0,0,0,23.6,1,1,0,0,0,0,0,0,0,0,0,5,1,43,0,0,1,0,0,0,19,1,1,0,0,0,0,0,1,0,0,0,2,1,43,0,15,27,12,0,1,1,0,0,-1,0,0,0,0,5,0,19,0,0,0,0,95,23,12,2,19,2,1,0,1,0,0,0,0,2,0,20,0,0,0,0,38,Saturday,17,22,0,0
200212210dal,12/21/2002,2002,16,FALSE,Dallas Cowboys,3,27,Philadelphia Eagles,PHI,-7,36.5,Texas Stadium,FALSE,51,17,45,NA,Artificial,0,0,0,3,0,15,5,28:17:00,3,1,1,1,28,80,0.9,0,10,37,1.1,0,13,5,43,0,0,1,1.6,34.4,27.7,4,0,0,0,0,0,1,0,0,0,48,2,38,2,1,2,28,0,0,0,2,183,22.9,1,1,-1,7,10,0,10,0,17,24,31:43:00,5,2,3,0,36,197,1.6,1,18,63,1.1,0,18,10,135,0,1,2.2,3.9,31.7,36.2,5,2,24.4,0,0,0,1,1,1,0,65,3,37,0,0,0,2,0,0,0,2,109,18.3,1,1,0,0,0,0,0,-3,0,0,22.6,27.5,18.3,0,0,2,0,0,0.9,1,0,0,0,20.3,0,0,0,0,0,0,0,0,0,0,0,39,2,58,1,5,2,0,0,0,5.4,1,1,0,0,0,0,0,1,1,0,1,21,0,10,0,44,25,2,0,2,2,0,0,-4,0,0,0,0,39,0,13,0,0,0,0,162,20,2,2,28,1,2,1,0,0,0,0,0,14,0,10,0,0,0,0,59,Saturday,17,19,0,0
200212210min,12/21/2002,2002,16,FALSE,Minnesota Vikings,20,17,Miami Dolphins,MIA,-3,45,Hubert H. Humphrey Metrodome,FALSE,72,0,NA,indoor,Dome,0,3,7,10,0,19,30,35:54:00,12,2,4,0,36,202,1.7,1,18,71,1.2,0,16,12,131,0,1,2.4,3.4,38.5,42.3,4,2,31.4,0,0,55,1,1,1,0,4,2,30,1,0,1,5,0,0,0,0,25,24.8,1,1,-1,7,0,7,3,0,13,2,24:06:00,4,1,2,1,21,131,1.8,1,5,38,1.2,0,12,5,94,1,0,2.5,3.4,39.3,59,2,0,11,0,0,0,1,0,1,0,0,2,36,1,0,0,2,0,0,0,1,47,23.6,1,1,0,27.5,27.5,0,0,-2,0,0,11.8,27.5,27.5,0,0,1,0,0,1.4,2,1,0,0,24.8,1,1,0,0,0,0,0,1,1,0,1,4,1,31,0,0,1,1,0,0,20.1,1,1,0,0,0,0,0,0,0,0,0,0,1,61,1,0,15,2,0,2,1,0,0,0,0,0,0,0,2,0,12,0,0,0,0,25,24,14,1,5,1,1,0,0,0,0,0,0,0,0,25,0,0,0,0,40,Saturday,19,12,0,0
200212220atl,12/22/2002,2002,16,FALSE,Atlanta Falcons,36,15,Detroit Lions,ATL,-10.5,44,Georgia Dome,FALSE,72,0,NA,indoor,Dome,3,10,6,17,0,21,5,38:18:00,15,2,5,1,44,293,2,1,23,108,1.5,0,21,11,185,1,0,2.7,5.1,28.9,49.1,5,2,20.6,0,0,55,2,0,2,0,13,2,30,0,0,0,0,1,2,0,1,42,21.2,1,1,0,0,0,0,15,0,12,23,21:42:00,4,1,3,0,31,114,1.1,1,12,48,1.2,0,18,3,67,1,1,1.1,3.3,18.3,15.1,4,1,15.7,1,0,27.5,1,1,0,0,1,3,47,0,0,1,15,0,2,0,2,107,21.4,1,1,-1,5.1,11,1,0,1,13.1,2.5,2.6,55,55,-1,0,-1,3.7,0.8,2.5,3,1,1,0,21.2,1,1,0,0,0,0,0,2,2,0,0,0,1,19,1,13,1,1,0,0,21.4,0,0,0,0,0,0,0,0,0,0,0,0,2,106,0,1,16,0,1,15,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,42,30,2,0,0,2,0,0,11,0,0,0,0,0,0,48,0,0,0,0,107,Sunday,21,20,0,0
200212220bal,12/22/2002,2002,16,FALSE,Baltimore Ravens,13,14,Cleveland Browns,BAL,-2.5,39.5,M&T Bank Stadium,FALSE,44,10,45,NA,Grass,3,7,3,0,0,16,4,30:14:00,5,2,3,0,32,151,1.4,0,16,80,1.5,0,15,5,71,0,0,1.4,2.5,31.4,36.3,4,2,27.5,0,0,0,1,0,0,0,3,2,22,1,0,1,4,0,0,0,2,103,20.7,0,0,0,7,0,0,7,0,16,25,29:46:00,10,1,4,1,32,141,1.3,1,14,35,0.7000000000000001,0,17,12,106,0,0,1.9,2.7,39,46.5,3,2,25,0,0,55,1,1,1,1,5,2,38,0,0,1,5,0,0,0,2,114,22.8,0,0,0,27.5,0,0,0,0,0,0,6.7,55,55,0,0,0,0,0,1.8,1,1,0,0,16.8,0,0,0,0,0,0,0,1,1,0,1,3,1,13,0,0,1,0,0,0,21.6,1,1,0,0,0,0,0,0,0,0,0,5,1,26,0,0,26,2,1,5,2,0,0,-3,0,0,0,0,2,0,4,0,0,0,0,84,25,5,1,4,1,0,0,0,0,0,0,0,5,0,12,0,0,0,0,108,Sunday,16,18,0,0
200212220car,12/22/2002,2002,16,FALSE,Carolina Panthers,24,14,Chicago Bears,CAR,-4,36.5,Bank of America Stadium,FALSE,48,9,49,NA,Grass,0,21,0,3,0,20,28,36:50:00,5,2,2,1,42,139,1,1,21,48,0.7000000000000001,1,19,5,91,0,0,1.4,2.8,28.3,40.8,12,2,13.1,0,0,0,1,1,1,1,32,1,22,1,1,1,4,1,2,0,3,244,22.2,1,1,1,7,0,0,7,0,13,3,23:10:00,2,1,2,0,31,102,1,1,12,30,0.8,0,16,5,72,1,0,1.3,2.6,27.5,46.3,5,1,14.7,0,0,0,0,0,0,0,24,1,18,1,1,1,18,1,2,0,3,245,24.5,1,1,-1,41.2,41.2,-1,1,0,17.5,1.8,7.9,55,55,0,-1,-1,3.9,2.4,3.6,2,0,0,0,17.9,1,1,0,0,0,0,0,0,0,0,2,32,1,40,0,0,1,0,0,0,21.3,1,1,0,0,0,0,0,0,0,0,2,24,1,37,0,0,21,0,1,18,4,1,1,0,0,0,0,0,13,0,19,0,0,0,0,197,29,2,1,4,1,1,1,19,0,0,0,0,11,0,13,0,0,0,0,213,Sunday,21,19,0,0
200212220cin,12/22/2002,2002,16,FALSE,Cincinnati Bengals,20,13,New Orleans Saints,NO,-7,49,Paul Brown Stadium,FALSE,42,15,60,NA,Artificial,7,0,0,13,0,19,10,35:19:00,14,5,2,1,45,233,1.6,1,21,132,1.9,1,22,11,101,0,1,1.4,2.8,27.5,27.7,5,2,24.1,0,0,55,1,1,1,1,2,2,22,1,1,1,2,0,1,0,2,121,20.2,1,1,-1,10,3,0,0,0,13,23,24:41:00,3,1,3,0,34,116,1,0,11,18,0.5,0,21,5,97,0,0,1.4,3.4,23.2,35.9,4,1,4.3,1,0,0,1,0,0,0,46,1,16,2,1,1,14,0,1,0,2,129,21.4,1,1,1,55,55,-1,0,0,11,0,4.8,0,0,0,-1,-1,2.3,0.7000000000000001,2.2,1,0,0,0,16.5,1,1,0,0,0,0,0,0,0,0,1,2,1,36,0,0,1,0,0,0,20.7,0,0,0,0,0,0,0,1,1,0,1,22,1,37,1,24,19,2,0,2,2,1,1,0,0,0,0,0,2,0,20,0,0,0,0,99,28,4,1,2,2,1,1,0,0,0,0,0,4,0,19,0,0,0,0,124,Sunday,23,23,0,0
200212220gb,12/22/2002,2002,16,FALSE,Green Bay Packers,10,0,Buffalo Bills,GB,-6.5,43.5,Lambeau Field,FALSE,28,21,70,NA,Grass,0,3,0,7,0,15,2,28:08:00,4,2,2,0,36,123,1,0,16,65,1.2,0,18,5,57,0,1,1,2.1,25,20.9,5,2,18.3,0,0,0,1,0,0,0,15,1,14,1,0,1,3,0,0,0,2,156,22.2,1,2,1,0,0,0,0,0,17,29,31:52:00,5,1,3,1,36,102,0.8,0,13,24,0.5,0,20,5,78,0,1,1.2,2.4,27.5,20.4,4,1,13.8,0,0,0,1,0,1,0,28,1,3,2,1,2,20,0,0,0,2,156,26,2,1,-2,27.5,0,0,0,1,0,0,5.7,0,0,0,0,-2,0,0,4.3,1,0,0,0,20.7,0,0,0,0,0,0,0,0,0,0,1,2,0,3,1,10,0,0,0,0,25.2,0,0,0,0,0,0,0,0,0,0,1,10,1,23,1,17,26,14,2,20,2,1,1,0,0,0,0,0,2,0,3,0,0,0,0,145,25,5,0,1,2,0,0,0,0,0,0,0,2,0,10,0,0,0,0,151,Sunday,19,23,0,0
